Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2
NEW ENGLAND,2019,17,,-,0,,,-,,-,,-,1,,,-,3,,,NEW ENGLAND
NEBRASKA,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.527099, -99.810595)",
MARYLAND,2019,17,,-,0,,,-,,-,,-,1,,2,,3,,"MARYLAND
(38.946466, -76.687282)",
IOWA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",
UTAH,2019,17,,-,0,,,-,,-,,-,4,,,-,20,,"UTAH
(39.323779, -111.678222)",
TEXAS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",
ALASKA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
ALABAMA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
US RESIDENTS,2019,17,,-,2,,,-,2,,208,,416,,5108,,5419,,,US RESIDENTS
MOUNTAIN,2019,17,,-,1,,,-,,-,188,,286,,3119,,2777,,,MOUNTAIN
NORTH DAKOTA,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
NEW YORK,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
EAST NORTH CENTRAL,2019,17,,-,1,,,-,,-,,-,5,,8,,38,,,EAST NORTH CENTRAL
WYOMING,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",
MICHIGAN,2019,17,,-,1,,,-,,-,,-,4,,2,,15,,"MICHIGAN
(44.874798, -85.730977)",
KANSAS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",
GEORGIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",
ILLINOIS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",
FLORIDA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",
NEW HAMPSHIRE,2019,17,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",
ARKANSAS,2019,17,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.899825, -92.439162)",
COLORADO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
NEW JERSEY,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",
LOUISIANA,2019,17,,-,1,,,-,,-,,-,2,,1,,6,,"LOUISIANA
(30.921314, -91.840238)",
VERMONT,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",
WEST SOUTH CENTRAL,2019,17,,-,1,,,-,,-,,-,2,,4,,9,,,WEST SOUTH CENTRAL
DISTRICT OF COLUMBIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
MASSACHUSETTS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",
SOUTH DAKOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
DELAWARE,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
KENTUCKY,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
SOUTH ATLANTIC,2019,17,,-,0,,,-,,-,,-,1,,2,,3,,,SOUTH ATLANTIC
WEST NORTH CENTRAL,2019,17,,-,0,,,-,,-,,-,5,,7,,54,,,WEST NORTH CENTRAL
TOTAL,2019,17,,-,2,,,-,2,,208,,416,,5108,,5419,,,TOTAL
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
PACIFIC,2019,17,,-,1,,,-,1,,20,,187,,1968,,2535,,,PACIFIC
ARIZONA,2019,17,,-,1,,,-,,-,188,,284,,3083,,2636,,"ARIZONA
(34.293239, -111.664616)",
MONTANA,2019,17,,-,0,,,-,,-,,-,4,,4,,14,,"MONTANA
(47.033521, -109.645127)",
MISSOURI,2019,17,,-,0,,,-,,-,,-,3,,7,,10,,"MISSOURI
(38.3675, -92.477244)",
INDIANA,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",
MIDDLE ATLANTIC,2019,17,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
CALIFORNIA,2019,17,,-,1,,,-,1,,20,,187,,1967,,2528,,"CALIFORNIA
(37.211164, -119.662127)",
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2019,18,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",
IOWA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",
SOUTH CAROLINA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",
TEXAS,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",
TENNESSEE,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",
NEW JERSEY,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",
RHODE ISLAND,2019,18,,-,0,,,-,,-,,-,1,,,-,2,,"RHODE ISLAND
(41.572574, -71.534637)",
NORTH DAKOTA,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
WISCONSIN,2019,18,,-,0,,,-,,-,,-,2,,,-,15,,"WISCONSIN
(44.639954, -89.732969)",
PUERTO RICO,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",
MONTANA,2019,18,,-,0,,,-,,-,,-,4,,4,,16,,"MONTANA
(47.033521, -109.645127)",
AMERICAN SAMOA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
VIRGINIA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",
DISTRICT OF COLUMBIA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEW ENGLAND,2019,18,,-,0,,,-,,-,,-,1,,,-,3,,,NEW ENGLAND
OREGON,2019,18,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(43.940449, -120.605279)",
US RESIDENTS,2019,18,,-,2,,,-,2,,266,,425,,5502,,5719,,,US RESIDENTS
NEVADA,2019,18,,-,0,,,-,,-,,-,5,,27,,82,,"NEVADA
(39.283294, -114.916992)",
PACIFIC,2019,18,,-,1,,,-,1,,26,,201,,2158,,2684,,,PACIFIC
EAST SOUTH CENTRAL,2019,18,,-,0,,,-,,-,,-,1,,1,,,-,,EAST SOUTH CENTRAL
MISSOURI,2019,18,,-,0,,,-,,-,,-,3,,7,,10,,"MISSOURI
(38.3675, -92.477244)",
CONNECTICUT,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",
WYOMING,2019,18,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",
KENTUCKY,2019,18,,-,0,,,-,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",
ALASKA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
MASSACHUSETTS,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
UTAH,2019,18,,-,0,,,-,,-,,-,4,,,-,22,,"UTAH
(39.323779, -111.678222)",
ALABAMA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
FLORIDA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",
MISSISSIPPI,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
SOUTH DAKOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
SOUTH ATLANTIC,2019,18,,-,0,,,-,,-,1,,1,,3,,3,,,SOUTH ATLANTIC
NEW YORK CITY,2019,18,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
IDAHO,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
PENNSYLVANIA,2019,18,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
MIDDLE ATLANTIC,2019,18,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC
ARIZONA,2019,18,,-,1,,,-,,-,238,,284,,3282,,2774,,"ARIZONA
(34.293239, -111.664616)",
LOUISIANA,2019,18,,-,1,,,-,,-,,-,2,,1,,7,,"LOUISIANA
(30.921314, -91.840238)",
MARYLAND,2019,18,,-,0,,,-,,-,1,,1,,3,,3,,"MARYLAND
(38.946466, -76.687282)",
NEW MEXICO,2019,18,,-,0,,,-,,-,,-,4,,7,,25,,"NEW MEXICO
(34.421369, -106.108388)",
MOUNTAIN,2019,18,,-,1,,,-,,-,238,,287,,3320,,2921,,,MOUNTAIN
NORTH CAROLINA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",
NEBRASKA,2019,18,,-,0,,,-,,-,1,,1,,1,,2,,"NEBRASKA
(41.527099, -99.810595)",
NEW YORK,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
EAST NORTH CENTRAL,2019,18,,-,1,,,-,,-,,-,5,,8,,42,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,18,,-,0,,,-,,-,1,,5,,8,,56,,,WEST NORTH CENTRAL
MICHIGAN,2019,18,,-,1,,,-,,-,,-,4,,2,,16,,"MICHIGAN
(44.874798, -85.730977)",
TOTAL,2019,18,,-,2,,,-,2,,266,,425,,5502,,5719,,,TOTAL
MINNESOTA,2019,18,,-,0,,,-,,-,,-,5,,,-,44,,"MINNESOTA
(46.349153, -94.198308)",
WEST VIRGINIA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",
KANSAS,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",
MAINE,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
CALIFORNIA,2019,18,,-,1,,,-,1,,26,,201,,2157,,2677,,"CALIFORNIA
(37.211164, -119.662127)",
OHIO,2019,18,,-,0,,,-,,-,,-,5,,6,,9,,"OHIO
(40.415534, -82.70936)",
WEST SOUTH CENTRAL,2019,18,,-,1,,,-,,-,,-,2,,4,,10,,,WEST SOUTH CENTRAL
DELAWARE,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
VERMONT,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
INDIANA,2019,18,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",
COLORADO,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
HAWAII,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",
GUAM,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
ILLINOIS,2019,18,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",
ARKANSAS,2019,18,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.899825, -92.439162)",
TENNESSEE,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",
EAST SOUTH CENTRAL,2019,19,,-,0,,,-,,-,,-,1,,1,,,-,,EAST SOUTH CENTRAL
WISCONSIN,2019,19,,-,0,,,-,,-,,-,2,,,-,15,,"WISCONSIN
(44.639954, -89.732969)",
CALIFORNIA,2019,19,,-,1,,,-,1,,11,,206,,2284,,2792,,"CALIFORNIA
(37.211164, -119.662127)",
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
DISTRICT OF COLUMBIA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
ALASKA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
WYOMING,2019,19,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",
PACIFIC,2019,19,,-,1,,,-,1,,11,,206,,2285,,2799,,,PACIFIC
WEST NORTH CENTRAL,2019,19,,-,0,,,-,,-,,-,6,,8,,61,,,WEST NORTH CENTRAL
WASHINGTON,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
VIRGINIA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",
MISSOURI,2019,19,,-,0,,,-,,-,,-,3,,7,,12,,"MISSOURI
(38.3675, -92.477244)",
SOUTH CAROLINA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",
NEBRASKA,2019,19,,-,0,,,-,,-,,-,1,,1,,2,,"NEBRASKA
(41.527099, -99.810595)",
MOUNTAIN,2019,19,,-,1,,,-,,-,207,,287,,3497,,3051,,,MOUNTAIN
RHODE ISLAND,2019,19,,-,0,,,-,,-,,-,1,,,-,2,,"RHODE ISLAND
(41.572574, -71.534637)",
NEW MEXICO,2019,19,,-,0,,,-,,-,,-,4,,7,,27,,"NEW MEXICO
(34.421369, -106.108388)",
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSISSIPPI,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
MINNESOTA,2019,19,,-,0,,,-,,-,,-,5,,,-,47,,"MINNESOTA
(46.349153, -94.198308)",
EAST NORTH CENTRAL,2019,19,,-,1,,2,,,-,1,,5,,10,,42,,,EAST NORTH CENTRAL
HAWAII,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",
NEVADA,2019,19,,-,0,,,-,,-,,-,5,,27,,84,,"NEVADA
(39.283294, -114.916992)",
TOTAL,2019,19,,-,2,,3,,2,,219,,430,,5808,,5969,,,TOTAL
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NORTH CAROLINA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",
COLORADO,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
ALABAMA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
SOUTH DAKOTA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
WEST VIRGINIA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",
UTAH,2019,19,,-,0,,,-,,-,,-,4,,,-,25,,"UTAH
(39.323779, -111.678222)",
IDAHO,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
GEORGIA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",
TEXAS,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",
NEW YORK,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NEW JERSEY,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",
MIDDLE ATLANTIC,2019,19,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC
MARYLAND,2019,19,,-,0,,,-,,-,,-,1,,3,,3,,"MARYLAND
(38.946466, -76.687282)",
WEST SOUTH CENTRAL,2019,19,,-,1,,,-,,-,,-,2,,4,,10,,,WEST SOUTH CENTRAL
INDIANA,2019,19,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",
OHIO,2019,19,,-,0,,,-,,-,1,,5,,7,,9,,"OHIO
(40.415534, -82.70936)",
OREGON,2019,19,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(43.940449, -120.605279)",
KANSAS,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",
MASSACHUSETTS,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",
NEW HAMPSHIRE,2019,19,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MICHIGAN,2019,19,,-,1,,1,,,-,,-,4,,3,,16,,"MICHIGAN
(44.874798, -85.730977)",
IOWA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",
PUERTO RICO,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2019,19,,-,0,,,-,,-,,-,1,,,-,3,,,NEW ENGLAND
LOUISIANA,2019,19,,-,1,,,-,,-,,-,2,,1,,7,,"LOUISIANA
(30.921314, -91.840238)",
ILLINOIS,2019,19,,-,1,,1,,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",
ARKANSAS,2019,19,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.899825, -92.439162)",
KENTUCKY,2019,19,,-,0,,,-,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",
OKLAHOMA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
AMERICAN SAMOA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
ARIZONA,2019,19,,-,1,,,-,,-,207,,284,,3458,,2895,,"ARIZONA
(34.293239, -111.664616)",
MAINE,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",
FLORIDA,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",
SOUTH ATLANTIC,2019,19,,-,1,,1,,,-,,-,1,,3,,3,,,SOUTH ATLANTIC
GUAM,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK CITY,2019,19,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
CONNECTICUT,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",
MONTANA,2019,19,,-,0,,,-,,-,,-,4,,5,,18,,"MONTANA
(47.033521, -109.645127)",
VERMONT,2019,19,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",
PENNSYLVANIA,2019,19,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
US RESIDENTS,2019,19,,-,2,,3,,2,,219,,430,,5808,,5969,,,US RESIDENTS
NORTH DAKOTA,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
DELAWARE,2019,19,,-,1,,1,,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
ALABAMA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",
MICHIGAN,2019,20,,-,1,,,-,,-,,-,4,,5,,16,,"MICHIGAN
(44.874798, -85.730977)",
TEXAS,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",
AMERICAN SAMOA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
RHODE ISLAND,2019,20,,-,0,,,-,,-,,-,1,,,-,2,,"RHODE ISLAND
(41.572574, -71.534637)",
KANSAS,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",
TENNESSEE,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",
TOTAL,2019,20,,-,2,,,-,2,,13,,442,,6052,,6256,,,TOTAL
IOWA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",
COLORADO,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
OKLAHOMA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
VERMONT,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",
IDAHO,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
WEST SOUTH CENTRAL,2019,20,,-,1,,,-,,-,,-,2,,5,,12,,,WEST SOUTH CENTRAL
MISSOURI,2019,20,,-,0,,,-,,-,,-,3,,7,,12,,"MISSOURI
(38.3675, -92.477244)",
NON-US RESIDENTS,2019,20,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
CALIFORNIA,2019,20,,-,1,,,-,1,,13,,218,,2522,,2935,,"CALIFORNIA
(37.211164, -119.662127)",
WISCONSIN,2019,20,,-,0,,,-,,-,,-,2,,,-,15,,"WISCONSIN
(44.639954, -89.732969)",
OREGON,2019,20,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(43.940449, -120.605279)",
MOUNTAIN,2019,20,,-,1,,,-,,-,,-,287,,3500,,3189,,,MOUNTAIN
EAST NORTH CENTRAL,2019,20,,-,1,,,-,,-,,-,5,,12,,43,,,EAST NORTH CENTRAL
WYOMING,2019,20,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",
PACIFIC,2019,20,,-,1,,,-,1,,13,,218,,2523,,2942,,,PACIFIC
MONTANA,2019,20,,-,0,,,-,,-,,-,4,,5,,18,,"MONTANA
(47.033521, -109.645127)",
WEST NORTH CENTRAL,2019,20,,-,0,,,-,,-,,-,6,,8,,64,,,WEST NORTH CENTRAL
DISTRICT OF COLUMBIA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
LOUISIANA,2019,20,,-,1,,,-,,-,,-,2,,1,,8,,"LOUISIANA
(30.921314, -91.840238)",
EAST SOUTH CENTRAL,2019,20,,-,0,,,-,,-,,-,1,,1,,,-,,EAST SOUTH CENTRAL
NEW YORK CITY,2019,20,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
ILLINOIS,2019,20,,-,1,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",
DELAWARE,2019,20,,-,1,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
VIRGINIA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",
MARYLAND,2019,20,,-,0,,,-,,-,,-,1,,3,,3,,"MARYLAND
(38.946466, -76.687282)",
CONNECTICUT,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",
OHIO,2019,20,,-,0,,,-,,-,,-,5,,7,,9,,"OHIO
(40.415534, -82.70936)",
MASSACHUSETTS,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",
U.S. VIRGIN ISLANDS,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2019,20,,-,0,,,-,,-,,-,5,,,-,49,,"MINNESOTA
(46.349153, -94.198308)",
GEORGIA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",
SOUTH DAKOTA,2019,20,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
MAINE,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",
PENNSYLVANIA,2019,20,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
ALASKA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
WASHINGTON,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
NORTH CAROLINA,2019,20,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",
NEW ENGLAND,2019,20,,-,0,,,-,,-,,-,1,,,-,3,,,NEW ENGLAND
