Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
NEW HAMPSHIRE,2015,18,,-,56,,110,,74,,1124,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
ALABAMA,2015,18,354,,543,,724,,8636,,9319,,,N,0,,0,,,N,,N,"ALABAMA
(32.840572, -86.631857)",
MISSOURI,2015,18,168,,552,,631,,9336,,9377,,,-,0,,1,,1,,6,,"MISSOURI
(38.635791, -92.566299)",
GEORGIA,2015,18,520,,1019,,1212,,15871,,18116,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683, -83.627579)",
SOUTH DAKOTA,2015,18,47,,76,,103,,1343,,1492,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
PUERTO RICO,2015,18,,-,66,,317,,1545,,2003,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
DELAWARE,2015,18,86,,81,,166,,1470,,1400,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
TEXAS,2015,18,,-,2601,,3275,,45710,,44874,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
ARKANSAS,2015,18,,-,304,,505,,4254,,5136,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865, -92.27449)",
MOUNTAIN,2015,18,1318,,1794,,2306,,30410,,33610,,160,,92,,180,,1930,,2452,,,
PENNSYLVANIA,2015,18,957,,987,,1353,,17883,,16578,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
NEBRASKA,2015,18,55,,148,,250,,2736,,2693,,,-,0,,1,,3,,2,,"NEBRASKA
(41.641044, -99.365719)",
INDIANA,2015,18,228,,541,,920,,9217,,9576,,,N,0,,0,,,N,,N,"INDIANA
(39.766913, -86.149956)",
MAINE,2015,18,39,,79,,123,,1385,,1030,,,N,0,,0,,,N,,N,"MAINE
(45.254229, -68.985026)",
NEW ENGLAND,2015,18,279,,864,,1241,,14252,,16094,,,-,0,,1,,,-,2,,,
NORTH DAKOTA,2015,18,,-,63,,89,,854,,1204,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475319, -100.118428)",
WYOMING,2015,18,,-,30,,72,,457,,636,,,-,0,,1,,1,,,-,"WYOMING
(43.235541, -108.109827)",
FLORIDA,2015,18,1071,,1675,,2034,,29178,,27475,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
NEW YORK CITY,2015,18,643,,1191,,1374,,20923,,20204,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.714268, -74.005969)",
WISCONSIN,2015,18,235,,448,,553,,7404,,8045,,,-,0,,1,,,-,3,,"WISCONSIN
(44.393191, -89.816366)",
VIRGIN ISL.,2015,18,,-,14,,29,,82,,270,,,-,0,,0,,,-,,-,VIRGIN ISL.,
TENNESSEE,2015,18,207,,583,,761,,9375,,10869,,,N,0,,0,,,N,,N,"TENNESSEE
(35.680941, -85.774487)",
MINNESOTA,2015,18,8,,374,,430,,4732,,6761,,,-,1,,6,,25,,27,,"MINNESOTA
(46.355649, -94.7942)",
OKLAHOMA,2015,18,59,,362,,456,,4130,,7236,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031, -97.521068)",
UNITED STATES,2015,18,12255,,27708,,30256,,459247,,491660,,163,,128,,234,,2404,,3320,,,
IDAHO,2015,18,,-,101,,135,,1763,,1819,,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
GUAM,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
SOUTH CAROLINA,2015,18,613,,530,,837,,9517,,9325,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.998822, -81.045366)",
UTAH,2015,18,87,,152,,203,,2670,,2883,,,-,0,,3,,8,,16,,"UTAH
(39.360701, -111.587128)",
IOWA,2015,18,28,,227,,259,,3828,,4114,,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
KENTUCKY,2015,18,375,,321,,600,,5047,,5675,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973, -84.774968)",
AMER. SAMOA,2015,18,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
KANSAS,2015,18,35,,213,,351,,3956,,3817,,,N,0,,0,,,N,,N,"KANSAS
(38.347743, -98.200778)",
MICHIGAN,2015,18,406,,887,,1222,,14678,,14147,,2,,0,,2,,7,,15,,"MICHIGAN
(44.661322, -84.714386)",
W.S. CENTRAL,2015,18,217,,3765,,4495,,60234,,64793,,,-,0,,1,,,-,,-,,
NEW JERSEY,2015,18,238,,585,,676,,10147,,10049,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130571, -74.273688)",
LOUISIANA,2015,18,158,,464,,1165,,6140,,7547,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
MID. ATLANTIC,2015,18,2704,,3538,,3930,,62288,,58675,,,-,0,,0,,,-,,-,,
MASSACHUSETTS,2015,18,,-,401,,534,,6629,,6999,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
DIST. OF COL.,2015,18,,-,,-,,-,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
C.N.M.I.,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
E.N. CENTRAL,2015,18,1225,,4147,,4976,,63218,,72921,,2,,1,,3,,9,,22,,,
OHIO,2015,18,321,,1058,,1249,,17610,,18445,,,-,0,,2,,2,,4,,"OHIO
(40.060212, -82.404257)",
MONTANA,2015,18,36,,82,,126,,1416,,1373,,1,,0,,2,,4,,2,,"MONTANA
(47.066528, -109.424416)",
VERMONT,2015,18,4,,35,,55,,501,,713,,,N,0,,0,,,N,,N,"VERMONT
(43.625384, -72.517637)",
ALASKA,2015,18,,-,103,,142,,1483,,2120,,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
NEW YORK,2015,18,866,,755,,1166,,13335,,11844,,,N,0,,0,,,N,,N,"NEW YORK
(42.827004, -75.543966)",
CONNECTICUT,2015,18,135,,239,,399,,4066,,4740,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.562661, -72.64984)",
W.N. CENTRAL,2015,18,341,,1663,,1845,,26785,,29458,,,-,2,,6,,29,,35,,,
HAWAII,2015,18,,-,117,,162,,1878,,2228,,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
RHODE ISLAND,2015,18,101,,82,,243,,1597,,1488,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
NEVADA,2015,18,26,,184,,261,,2872,,5237,,,-,1,,5,,18,,33,,"NEVADA
(39.493242, -117.071839)",
MISSISSIPPI,2015,18,,-,323,,518,,2141,,13989,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513, -89.538027)",
ILLINOIS,2015,18,35,,1283,,1470,,14309,,22708,,,N,0,,0,,,N,,N,"ILLINOIS
(40.485012, -88.997709)",
E.S. CENTRAL,2015,18,936,,1730,,2334,,25199,,39852,,,-,0,,0,,,-,,-,,
VIRGINIA,2015,18,818,,689,,1065,,12922,,12569,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
OREGON,2015,18,,-,303,,402,,5388,,5401,,,-,0,,1,,2,,1,,"OREGON
(44.56745, -120.155029)",
CALIFORNIA,2015,18,880,,3414,,3971,,59709,,60324,,1,,35,,57,,432,,807,,"CALIFORNIA
(37.638642, -120.999996)",
COLORADO,2015,18,483,,440,,1013,,8762,,6965,,,N,0,,0,,,N,,N,"COLORADO
(38.843843, -106.133609)",
WEST VIRGINIA,2015,18,,-,83,,139,,1202,,1643,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.665511, -80.712638)",
NORTH CAROLINA,2015,18,813,,987,,2546,,24771,,19201,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622, -79.15925)",
S. ATLANTIC,2015,18,3921,,5495,,7287,,101497,,97217,,,-,0,,2,,2,,1,,,
MARYLAND,2015,18,,-,505,,936,,6566,,7488,,,-,0,,2,,2,,1,,"MARYLAND
(39.290583, -76.60926)",
PACIFIC,2015,18,1314,,4441,,4962,,75364,,79040,,1,,35,,57,,434,,808,,,
NORTH CAROLINA,2015,20,1348,,987,,2546,,27253,,21183,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622, -79.15925)",
HAWAII,2015,20,,-,120,,162,,1878,,2480,,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
NEW MEXICO,2015,20,79,,220,,375,,4662,,4419,,,-,0,,3,,6,,12,,"NEW MEXICO
(34.520881, -106.240578)",
LOUISIANA,2015,35,387,,401,,3358,,16356,,17319,,,-,0,,1,,2,,1,,"LOUISIANA
(31.31111, -92.445)",
TENNESSEE,2015,35,236,,540,,751,,12971,,20986,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MID. ATLANTIC,2015,35,2412,,3580,,4069,,123221,,116935,,,-,0,,0,,,-,,-,,
KANSAS,2015,35,50,,216,,353,,7634,,7434,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEBRASKA,2015,35,1,,142,,230,,5086,,5203,,,-,0,,1,,6,,2,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2015,35,,-,248,,342,,8127,,8762,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
S. ATLANTIC,2015,35,4555,,5793,,7643,,208025,,193457,,,-,0,,1,,4,,8,,,
DIST. OF COL.,2015,35,,-,76,,336,,2235,,3532,,,-,0,,1,,,-,,-,DIST. OF COL.,
SOUTH CAROLINA,2015,35,722,,533,,734,,18793,,18771,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2015,35,60,,302,,430,,9300,,14072,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW ENGLAND,2015,35,417,,888,,1193,,30244,,30583,,,-,0,,1,,,-,4,,,
GUAM,2015,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
AMER. SAMOA,2015,35,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
FLORIDA,2015,35,951,,1715,,2128,,58720,,55207,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2015,35,,-,515,,1190,,16619,,19331,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2015,35,162,,553,,636,,18235,,18446,,,-,0,,1,,1,,10,,"MISSOURI
(38.636168, -92.566292)",
TEXAS,2015,35,,-,2607,,3370,,90200,,88168,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2015,35,126,,218,,376,,8163,,7769,,,-,0,,3,,13,,28,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2015,35,,-,32,,56,,935,,1518,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2015,35,260,,885,,1139,,29423,,28798,,,-,0,,2,,14,,29,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK CITY,2015,35,586,,1204,,1352,,41122,,39553,,,N,0,,0,,,N,,N,NEW YORK CITY,
INDIANA,2015,35,154,,543,,920,,18043,,18732,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
E.N. CENTRAL,2015,35,1251,,4042,,4950,,133888,,143858,,,-,1,,2,,25,,45,,,
WISCONSIN,2015,35,310,,457,,556,,14827,,15213,,,-,0,,2,,5,,5,,"WISCONSIN
(44.395526, -89.834513)",
VIRGIN ISL.,2015,35,,-,15,,29,,408,,510,,,-,0,,0,,,-,,-,VIRGIN ISL.,
IDAHO,2015,39,111,,103,,149,,4085,,4011,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2015,39,921,,1717,,2128,,65731,,61665,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2015,39,8,,59,,80,,2208,,2606,,,-,0,,2,,5,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2015,39,16254,,27937,,30824,,1062692,,1069339,,243,,170,,300,,7572,,6445,,,
VIRGINIA,2015,39,834,,694,,1056,,27434,,27007,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2015,19,,-,79,,123,,1385,,1048,,,N,0,,0,,,N,,N,"MAINE
(45.254229, -68.985026)",
MICHIGAN,2015,19,626,,892,,1222,,15796,,14967,,,-,0,,2,,8,,17,,"MICHIGAN
(44.661322, -84.714386)",
AMER. SAMOA,2015,19,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
COLORADO,2015,19,420,,444,,1009,,9228,,7350,,,N,0,,0,,,N,,N,"COLORADO
(38.843843, -106.133609)",
MISSOURI,2015,19,180,,552,,631,,9852,,9869,,,-,0,,1,,1,,6,,"MISSOURI
(38.635791, -92.566299)",
NEW JERSEY,2015,19,269,,585,,676,,10898,,10664,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130571, -74.273688)",
NEBRASKA,2015,19,115,,148,,250,,2894,,2802,,,-,0,,1,,3,,2,,"NEBRASKA
(41.641044, -99.365719)",
INDIANA,2015,19,213,,541,,920,,9605,,9979,,,N,0,,0,,,N,,N,"INDIANA
(39.766913, -86.149956)",
NEW ENGLAND,2015,19,488,,864,,1241,,15333,,16958,,,-,0,,1,,,-,2,,,
KENTUCKY,2015,19,317,,327,,600,,5363,,5919,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973, -84.774968)",
WASHINGTON,2015,19,393,,460,,595,,7299,,9471,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
HAWAII,2015,19,,-,120,,162,,1878,,2353,,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
MINNESOTA,2015,19,1,,372,,430,,4984,,7135,,,-,1,,5,,27,,33,,"MINNESOTA
(46.355649, -94.7942)",
W.S. CENTRAL,2015,19,56,,3766,,4495,,63687,,69014,,,-,0,,1,,1,,,-,,
SOUTH DAKOTA,2015,19,25,,76,,103,,1404,,1561,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
NORTH DAKOTA,2015,19,,-,63,,89,,854,,1254,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475319, -100.118428)",
TEXAS,2015,19,,-,2597,,3275,,48822,,47539,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
MARYLAND,2015,19,,-,505,,936,,6566,,7895,,1,,0,,2,,3,,2,,"MARYLAND
(39.290583, -76.60926)",
MID. ATLANTIC,2015,19,2152,,3553,,3930,,65546,,62156,,,-,0,,0,,,-,,-,,
KANSAS,2015,19,39,,213,,351,,4157,,4025,,,N,0,,0,,,N,,N,"KANSAS
(38.347743, -98.200778)",
PUERTO RICO,2015,19,,-,66,,317,,1545,,2122,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
C.N.M.I.,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
TENNESSEE,2015,19,197,,583,,761,,9572,,11417,,,N,0,,0,,,N,,N,"TENNESSEE
(35.680941, -85.774487)",
CONNECTICUT,2015,19,248,,234,,399,,4361,,5013,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.562661, -72.64984)",
WYOMING,2015,19,,-,29,,72,,457,,672,,,-,0,,1,,1,,1,,"WYOMING
(43.235541, -108.109827)",
OHIO,2015,19,292,,1058,,1249,,18581,,19549,,,-,0,,2,,2,,5,,"OHIO
(40.060212, -82.404257)",
SOUTH CAROLINA,2015,19,578,,530,,837,,10152,,9873,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.998822, -81.045366)",
E.S. CENTRAL,2015,19,911,,1719,,2334,,26130,,41885,,,-,0,,0,,,-,,-,,
UNITED STATES,2015,19,11831,,27638,,30309,,485132,,519339,,118,,129,,234,,2596,,3526,,,
PENNSYLVANIA,2015,19,531,,988,,1353,,18451,,17491,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
ILLINOIS,2015,19,49,,1277,,1470,,15500,,24008,,,N,0,,0,,,N,,N,"ILLINOIS
(40.485012, -88.997709)",
W.N. CENTRAL,2015,19,375,,1666,,1845,,28230,,30986,,,-,2,,5,,31,,41,,,
RHODE ISLAND,2015,19,,-,82,,243,,1597,,1609,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
CALIFORNIA,2015,19,1190,,3426,,3972,,63709,,63677,,1,,35,,57,,508,,851,,"CALIFORNIA
(37.638642, -120.999996)",
MASSACHUSETTS,2015,19,239,,410,,534,,7414,,7367,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
ALABAMA,2015,19,,-,534,,696,,8636,,10043,,,N,0,,0,,,N,,N,"ALABAMA
(32.840572, -86.631857)",
VIRGINIA,2015,19,691,,692,,1065,,13611,,13085,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
E.N. CENTRAL,2015,19,1473,,4163,,4975,,67445,,76770,,,-,1,,3,,10,,25,,,
NORTH CAROLINA,2015,19,1115,,957,,2546,,25895,,20307,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622, -79.15925)",
IDAHO,2015,19,,-,101,,135,,1763,,1914,,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
VIRGIN ISL.,2015,19,,-,14,,29,,82,,291,,,-,0,,0,,,-,,-,VIRGIN ISL.,
OKLAHOMA,2015,19,56,,361,,456,,4470,,7599,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472031, -97.521068)",
ARKANSAS,2015,19,,-,300,,505,,4255,,5559,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865, -92.27449)",
S. ATLANTIC,2015,19,4097,,5495,,7290,,107465,,102912,,1,,0,,2,,3,,2,,,
GUAM,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
DIST. OF COL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
NEW MEXICO,2015,19,108,,219,,375,,4462,,4220,,,-,0,,3,,4,,11,,"NEW MEXICO
(34.520881, -106.240578)",
NEW YORK CITY,2015,19,619,,1192,,1374,,22130,,21395,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.714268, -74.005969)",
NEW HAMPSHIRE,2015,19,1,,54,,110,,75,,1188,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
UTAH,2015,19,99,,154,,202,,2880,,3040,,,-,0,,3,,8,,16,,"UTAH
(39.360701, -111.587128)",
GEORGIA,2015,19,481,,1027,,1212,,17286,,19254,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683, -83.627579)",
OREGON,2015,19,,-,303,,402,,5388,,5604,,,-,0,,1,,2,,1,,"OREGON
(44.56745, -120.155029)",
IOWA,2015,19,15,,227,,259,,4085,,4340,,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
ARIZONA,2015,19,,-,594,,873,,8267,,11262,,116,,91,,177,,2002,,2540,,"ARIZONA
(34.865974, -111.763807)",
PACIFIC,2015,19,1598,,4444,,4963,,79853,,83322,,1,,35,,57,,510,,852,,,
LOUISIANA,2015,19,,-,455,,1165,,6140,,8317,,,-,0,,1,,1,,,-,"LOUISIANA
(31.312663, -92.445678)",
MISSISSIPPI,2015,19,397,,311,,518,,2559,,14506,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513, -89.538027)",
MOUNTAIN,2015,19,681,,1794,,2306,,31443,,35336,,116,,92,,180,,2041,,2604,,,
FLORIDA,2015,19,1084,,1671,,2035,,31022,,29280,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
WISCONSIN,2015,19,293,,449,,551,,7963,,8267,,,-,0,,1,,,-,3,,"WISCONSIN
(44.393191, -89.816366)",
ALASKA,2015,19,15,,103,,142,,1579,,2217,,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
DELAWARE,2015,19,98,,83,,166,,1568,,1460,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
WEST VIRGINIA,2015,19,50,,83,,139,,1365,,1758,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.665511, -80.712638)",
VERMONT,2015,19,,-,35,,55,,501,,733,,,N,0,,0,,,N,,N,"VERMONT
(43.625384, -72.517637)",
NEW YORK,2015,19,733,,755,,1166,,14067,,12606,,,N,0,,0,,,N,,N,"NEW YORK
(42.827004, -75.543966)",
MONTANA,2015,19,54,,83,,127,,1514,,1464,,,-,0,,2,,4,,2,,"MONTANA
(47.066528, -109.424416)",
NEVADA,2015,19,,-,184,,261,,2872,,5414,,,-,1,,5,,22,,34,,"NEVADA
(39.493242, -117.071839)",
VIRGINIA,2015,21,624,,692,,1065,,14956,,14690,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542681, -78.457889)",
VIRGIN ISL.,2015,21,,-,14,,29,,82,,316,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW JERSEY,2015,21,174,,594,,676,,12012,,11799,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130571, -74.273688)",
ILLINOIS,2015,21,17,,1186,,1443,,17710,,26427,,,N,0,,0,,,N,,N,"ILLINOIS
(40.485012, -88.997709)",
RHODE ISLAND,2015,21,61,,82,,243,,1883,,1850,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
AMER. SAMOA,2015,21,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,AMER. SAMOA,
MISSISSIPPI,2015,21,,-,328,,509,,2559,,7462,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513, -89.538027)",
NEW MEXICO,2015,21,86,,219,,375,,4852,,4692,,,-,0,,3,,6,,12,,"NEW MEXICO
(34.520881, -106.240578)",
ARKANSAS,2015,21,,-,298,,505,,4255,,6151,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865, -92.27449)",
NORTH DAKOTA,2015,21,4,,63,,89,,1203,,1392,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475319, -100.118428)",
MARYLAND,2015,21,,-,501,,936,,6566,,8904,,,-,0,,2,,3,,2,,"MARYLAND
(39.290583, -76.60926)",
ALASKA,2015,21,9,,102,,142,,1744,,2452,,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
GUAM,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
PENNSYLVANIA,2015,21,469,,994,,1353,,19525,,19149,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
W.S. CENTRAL,2015,21,2321,,3792,,4495,,72783,,76744,,,-,0,,1,,1,,1,,,
NEVADA,2015,21,34,,193,,419,,3991,,5908,,,-,1,,5,,23,,37,,"NEVADA
(39.493242, -117.071839)",
SOUTH CAROLINA,2015,21,536,,530,,837,,11095,,10828,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.998822, -81.045366)",
WASHINGTON,2015,21,288,,452,,595,,8022,,10509,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
MAINE,2015,21,,-,80,,123,,1498,,1159,,,N,0,,0,,,N,,N,"MAINE
(45.254229, -68.985026)",
DIST. OF COL.,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
SOUTH DAKOTA,2015,21,18,,76,,103,,1505,,1728,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313, -100.373529)",
TENNESSEE,2015,21,112,,578,,761,,9849,,12578,,,N,0,,0,,,N,,N,"TENNESSEE
(35.680941, -85.774487)",
NEW ENGLAND,2015,21,285,,859,,1244,,16752,,18625,,,-,0,,1,,,-,2,,,
MINNESOTA,2015,21,1,,368,,430,,5766,,7930,,,-,1,,6,,37,,40,,"MINNESOTA
(46.355649, -94.7942)",
FLORIDA,2015,21,800,,1676,,2086,,34114,,32433,,,N,0,,0,,,N,,N,"FLORIDA
(28.932043, -81.928958)",
C.N.M.I.,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEW YORK,2015,21,672,,755,,1166,,15556,,14140,,,N,0,,0,,,N,,N,"NEW YORK
(42.827004, -75.543966)",
CONNECTICUT,2015,21,219,,234,,399,,4830,,5253,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.562661, -72.64984)",
KENTUCKY,2015,21,318,,326,,600,,5968,,6453,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973, -84.774968)",
OHIO,2015,21,147,,1062,,1249,,20270,,21587,,,-,0,,2,,2,,6,,"OHIO
(40.060212, -82.404257)",
IOWA,2015,21,52,,229,,275,,4578,,4760,,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
PUERTO RICO,2015,21,83,,66,,317,,2079,,2394,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
IDAHO,2015,21,,-,103,,135,,2080,,2115,,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
E.N. CENTRAL,2015,21,1087,,4103,,4950,,74985,,84901,,,-,1,,3,,11,,26,,,
UNITED STATES,2015,21,10343,,27692,,30551,,534819,,566319,,137,,136,,189,,3102,,4130,,,
TEXAS,2015,21,2276,,2633,,3360,,57128,,52811,,,N,0,,0,,,N,,N,"TEXAS
(31.82724, -99.426768)",
S. ATLANTIC,2015,21,3084,,5489,,7329,,117883,,113803,,,-,0,,2,,3,,2,,,
ARIZONA,2015,21,,-,587,,873,,8267,,12692,,129,,91,,159,,2277,,2859,,"ARIZONA
(34.865974, -111.763807)",
NEW YORK CITY,2015,21,138,,1194,,1374,,23913,,23654,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.714268, -74.005969)",
W.N. CENTRAL,2015,21,324,,1680,,1859,,31548,,34247,,1,,2,,6,,42,,48,,,
MICHIGAN,2015,21,380,,896,,1222,,17546,,16722,,,-,0,,2,,8,,17,,"MICHIGAN
(44.661322, -84.714386)",
HAWAII,2015,21,3,,129,,162,,2544,,2584,,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
MOUNTAIN,2015,21,579,,1796,,2337,,34734,,39496,,129,,92,,159,,2319,,2930,,,
NORTH CAROLINA,2015,21,520,,988,,2546,,27819,,22095,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.46622, -79.15925)",
