Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2021†","Cholera, Cum 2021†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2021†","Coccidioidomycosis, Cum 2021†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
NEW ENGLAND,2021,29,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20212902,
RHODE ISLAND,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20212907,POINT (-71.534637 41.572574)
OREGON,2021,29,,-,0,,,-,,-,,-,2,,5,,5,,OREGON,,20212961,POINT (-120.605279 43.940449)
DELAWARE,2021,29,,-,1,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212929,POINT (-75.452394 38.994926)
ALABAMA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20212939,POINT (-86.844516 32.756889)
KANSAS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20212934,POINT (-79.130883 35.52603)
GUAM,2021,29,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20212966,POINT (144.653198 13.3532)
NEW JERSEY,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20212910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,29,,-,0,,,-,,-,,-,1,,,-,1,,NEW MEXICO,,20212954,POINT (-106.108388 34.421369)
MARYLAND,2021,48,,-,0,,,-,,-,,-,2,,3,,2,,MARYLAND,,20214833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20214835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20214846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214865,POINT (145.725693 15.1834)
OHIO,2021,48,,-,0,,,-,,-,,-,2,,13,,11,,OHIO,,20214818,POINT (-82.70936 40.415534)
MINNESOTA,2021,48,,-,0,,,-,,-,,-,5,,84,,91,,MINNESOTA,,20214823,POINT (-94.198308 46.349153)
EAST NORTH CENTRAL,2021,29,,-,1,,,-,,-,,-,5,,38,,46,,,EAST NORTH CENTRAL,20212914,
TENNESSEE,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20212942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20212903,POINT (-72.738288 41.575155)
MARYLAND,2021,29,,-,0,,,-,,-,,-,2,,3,,2,,MARYLAND,,20212933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20212935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20212946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212965,POINT (145.725693 15.1834)
OHIO,2021,29,,-,1,,,-,,-,,-,4,,8,,5,,OHIO,,20212918,POINT (-82.70936 40.415534)
MINNESOTA,2021,29,,-,0,,,-,,-,2,,5,,71,,53,,MINNESOTA,,20212923,POINT (-94.198308 46.349153)
LOUISIANA,2021,29,,-,1,,,-,,-,,-,2,,3,,4,,LOUISIANA,,20212945,POINT (-91.840238 30.921314)
HAWAII,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20212960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,29,,-,1,,,-,,-,,-,2,,3,,2,,,SOUTH ATLANTIC,20212928,
PENNSYLVANIA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20212913,POINT (-77.838886 40.896694)
UTAH,2021,29,,-,0,,,-,,-,,-,4,,23,,30,,UTAH,,20212955,POINT (-111.678222 39.323779)
COLORADO,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20212950,POINT (-105.547832 38.998552)
VERMONT,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20212908,POINT (-72.662695 44.075252)
KENTUCKY,2021,29,,-,0,,,-,,-,,-,1,,2,,6,,KENTUCKY,,20212940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20212967,POINT (-66.414655 18.215692)
MAINE,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20212904,POINT (-69.06137 45.117911)
VIRGINIA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20212936,POINT (-78.666382 37.510861)
ARIZONA,2021,29,,-,0,,,-,,-,221,,385,,6850,,4808,,ARIZONA,,20212949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20212964,
WISCONSIN,2021,29,,-,0,,,-,,-,,-,1,,4,,16,,WISCONSIN,,20212919,POINT (-89.732969 44.639954)
IDAHO,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20212951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212968,POINT (-64.840836 18.060868)
MICHIGAN,2021,29,,-,0,,,-,,-,,-,3,,26,,23,,MICHIGAN,,20212917,POINT (-85.730977 44.874798)
GEORGIA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20212932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20212912,
ARKANSAS,2021,29,,-,0,,,-,,-,,-,1,,1,,4,,ARKANSAS,,20212944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20212941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212927,POINT (-100.230491 44.43614)
WYOMING,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20212956,POINT (-107.55145 42.999627)
MISSOURI,2021,29,,-,0,,,-,,-,,-,2,,11,,11,,MISSOURI,,20212924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212909,
CALIFORNIA,2021,29,,-,0,,,-,,-,45,,199,,3242,,3513,,CALIFORNIA,,20212959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20212937,POINT (-80.613729 38.642579)
FLORIDA,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20212931,POINT (-82.420978 28.260731)
MONTANA,2021,29,,-,0,,,-,,-,3,,2,,12,,8,,MONTANA,,20212952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,29,,-,0,,,-,,-,2,,7,,86,,77,,,WEST NORTH CENTRAL,20212920,
MASSACHUSETTS,2021,29,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20212905,POINT (-71.481104 42.151077)
MOUNTAIN,2021,29,,-,0,,,-,,-,224,,389,,6977,,4951,,,MOUNTAIN,20212948,
INDIANA,2021,29,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20212916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,29,,-,0,,,-,,-,,-,1,,1,,2,,,NON-US RESIDENTS,20212969,
US TERRITORIES,2021,29,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20212963,
LOUISIANA,2021,48,,-,0,,,-,1,,1,,2,,11,,7,,LOUISIANA,,20214845,POINT (-91.840238 30.921314)
HAWAII,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20214860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,48,,-,0,,,-,,-,,-,2,,3,,2,,,SOUTH ATLANTIC,20214828,
PENNSYLVANIA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20214813,POINT (-77.838886 40.896694)
UTAH,2021,48,,-,0,,,-,,-,,-,5,,46,,48,,UTAH,,20214855,POINT (-111.678222 39.323779)
COLORADO,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20214850,POINT (-105.547832 38.998552)
VERMONT,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20214808,POINT (-72.662695 44.075252)
KENTUCKY,2021,48,,-,0,,,-,,-,,-,1,,9,,7,,KENTUCKY,,20214840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20214867,POINT (-66.414655 18.215692)
MAINE,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20214804,POINT (-69.06137 45.117911)
VIRGINIA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20214836,POINT (-78.666382 37.510861)
ARIZONA,2021,48,,-,0,,,-,,-,289,,367,,10514,,9840,,ARIZONA,,20214849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,AMERICAN SAMOA,,20214864,
WISCONSIN,2021,48,,-,0,,,-,,-,,-,2,,9,,23,,WISCONSIN,,20214819,POINT (-89.732969 44.639954)
IDAHO,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20214851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,48,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20214868,
MICHIGAN,2021,48,,-,0,,,-,,-,,-,3,,37,,34,,MICHIGAN,,20214817,POINT (-85.730977 44.874798)
GEORGIA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20214832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK CITY,,20214812,
ARKANSAS,2021,48,,-,0,,,-,,-,,-,1,,2,,7,,ARKANSAS,,20214844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20214841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,48,,-,0,,,-,,-,,-,1,,,-,5,,SOUTH DAKOTA,,20214827,POINT (-100.230491 44.43614)
WYOMING,2021,48,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20214856,POINT (-107.55145 42.999627)
MISSOURI,2021,48,,-,0,,,-,,-,,-,2,,10,,21,,MISSOURI,,20214824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,48,,-,1,,1,,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214809,
CALIFORNIA,2021,48,,-,1,,1,,,-,55,,187,,7017,,6540,,CALIFORNIA,,20214859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20214837,POINT (-80.613729 38.642579)
FLORIDA,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20214831,POINT (-82.420978 28.260731)
MONTANA,2021,48,,-,0,,,-,,-,,-,3,,20,,13,,MONTANA,,20214852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,48,,-,0,,,-,,-,,-,6,,101,,141,,,WEST NORTH CENTRAL,20214820,
MASSACHUSETTS,2021,48,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20214805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,48,,-,0,,,-,,-,289,,378,,10741,,10119,,,MOUNTAIN,20214848,
INDIANA,2021,48,,-,0,,,-,,-,,-,1,,3,,13,,INDIANA,,20214816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,48,,-,0,,,-,,-,,-,1,,2,,3,,,NON-US RESIDENTS,20214869,
US TERRITORIES,2021,48,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20214863,
TOTAL,2021,34,,-,1,,,-,,-,220,,576,,11987,,10105,,,TOTAL,20213470,
PACIFIC,2021,34,,-,0,,,-,,-,39,,200,,3909,,3969,,,PACIFIC,20213457,
WEST SOUTH CENTRAL,2021,34,,-,1,,,-,,-,,-,2,,6,,9,,,WEST SOUTH CENTRAL,20213443,
EAST SOUTH CENTRAL,2021,34,,-,0,,,-,,-,,-,1,,2,,7,,,EAST SOUTH CENTRAL,20213438,
NEVADA,2021,34,,-,0,,,-,,-,,-,8,,108,,115,,NEVADA,,20213453,POINT (-114.916992 39.283294)
TEXAS,2021,34,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20213447,POINT (-99.317341 31.447238)
ALASKA,2021,34,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20213458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,34,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20213430,POINT (-77.016275 38.904785)
WASHINGTON,2021,34,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20213462,POINT (-120.592492 47.411715)
OREGON,2021,34,,-,0,,,-,,-,,-,2,,6,,6,,OREGON,,20213461,POINT (-120.605279 43.940449)
US RESIDENTS,2021,34,,-,1,,,-,,-,220,,576,,11985,,10103,,,US RESIDENTS,20213401,
NEW HAMPSHIRE,2021,34,,-,0,,,-,,-,,-,1,,,-,1,,NEW HAMPSHIRE,,20213406,POINT (-71.57139 43.680429)
NEW YORK,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213411,POINT (-75.59655 42.921241)
NEBRASKA,2021,34,,-,0,,,-,,-,,-,1,,2,,11,,NEBRASKA,,20213425,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,34,,-,0,,,-,,-,,-,1,,2,,8,,NORTH DAKOTA,,20213426,POINT (-100.46931 47.446305)
ILLINOIS,2021,34,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20213415,POINT (-89.148632 40.124144)
TOTAL,2021,30,,-,2,,,-,,-,228,,575,,10753,,8890,,,TOTAL,20213070,
US RESIDENTS,2021,30,,-,2,,,-,,-,228,,575,,10751,,8888,,,US RESIDENTS,20213001,
NEW HAMPSHIRE,2021,30,,-,0,,,-,,-,,-,1,,,-,1,,NEW HAMPSHIRE,,20213006,POINT (-71.57139 43.680429)
NEW YORK,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213011,POINT (-75.59655 42.921241)
PACIFIC,2021,30,,-,0,,,-,,-,60,,200,,3473,,3601,,,PACIFIC,20213057,
WEST SOUTH CENTRAL,2021,30,,-,1,,,-,,-,,-,2,,4,,8,,,WEST SOUTH CENTRAL,20213043,
NEBRASKA,2021,30,,-,0,,,-,,-,,-,1,,2,,10,,NEBRASKA,,20213025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,30,,-,0,,,-,,-,,-,1,,2,,6,,,EAST SOUTH CENTRAL,20213038,
NORTH DAKOTA,2021,30,,-,0,,,-,,-,,-,1,,2,,8,,NORTH DAKOTA,,20213026,POINT (-100.46931 47.446305)
NEVADA,2021,30,,-,0,,,-,,-,,-,8,,92,,108,,NEVADA,,20213053,POINT (-114.916992 39.283294)
ILLINOIS,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20213015,POINT (-89.148632 40.124144)
IOWA,2021,30,,-,1,,,-,,-,,N,,NC,,N,,N,IOWA,,20213021,POINT (-93.500061 42.074659)
TEXAS,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20213047,POINT (-99.317341 31.447238)
ALASKA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20213058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20213030,POINT (-77.016275 38.904785)
WASHINGTON,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20213062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,30,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20213002,
RHODE ISLAND,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213007,POINT (-71.534637 41.572574)
OREGON,2021,30,,-,0,,,-,,-,,-,2,,5,,5,,OREGON,,20213061,POINT (-120.605279 43.940449)
DELAWARE,2021,30,,-,1,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213029,POINT (-75.452394 38.994926)
ALABAMA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213039,POINT (-86.844516 32.756889)
KANSAS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20213034,POINT (-79.130883 35.52603)
GUAM,2021,30,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20213066,POINT (144.653198 13.3532)
NEW JERSEY,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20213010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,30,,-,0,,,-,,-,,-,1,,,-,1,,NEW MEXICO,,20213054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,30,,-,1,,,-,,-,,-,5,,38,,46,,,EAST NORTH CENTRAL,20213014,
TENNESSEE,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20213042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20213003,POINT (-72.738288 41.575155)
MARYLAND,2021,30,,-,0,,,-,,-,,-,2,,3,,2,,MARYLAND,,20213033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20213035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20213046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213065,POINT (145.725693 15.1834)
OHIO,2021,30,,-,1,,,-,,-,,-,4,,8,,5,,OHIO,,20213018,POINT (-82.70936 40.415534)
MINNESOTA,2021,30,,-,0,,,-,,-,,-,5,,74,,55,,MINNESOTA,,20213023,POINT (-94.198308 46.349153)
LOUISIANA,2021,30,,-,1,,,-,,-,,-,2,,3,,4,,LOUISIANA,,20213045,POINT (-91.840238 30.921314)
HAWAII,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20213060,POINT (-157.854309 21.361013)
IOWA,2021,34,,-,1,,,-,,-,,N,,NC,,N,,N,IOWA,,20213421,POINT (-93.500061 42.074659)
NEW ENGLAND,2021,34,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20213402,
RHODE ISLAND,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213407,POINT (-71.534637 41.572574)
DELAWARE,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213429,POINT (-75.452394 38.994926)
ALABAMA,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213439,POINT (-86.844516 32.756889)
KANSAS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213422,POINT (-98.38018 38.484729)
SOUTH ATLANTIC,2021,30,,-,1,,,-,,-,,-,2,,3,,2,,,SOUTH ATLANTIC,20213028,
PENNSYLVANIA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20213013,POINT (-77.838886 40.896694)
UTAH,2021,30,,-,0,,,-,,-,,-,4,,24,,31,,UTAH,,20213055,POINT (-111.678222 39.323779)
COLORADO,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20213050,POINT (-105.547832 38.998552)
VERMONT,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20213008,POINT (-72.662695 44.075252)
KENTUCKY,2021,30,,-,0,,,-,,-,,-,1,,2,,6,,KENTUCKY,,20213040,POINT (-85.290484 37.526683)
PUERTO RICO,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20213067,POINT (-66.414655 18.215692)
MAINE,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20213004,POINT (-69.06137 45.117911)
VIRGINIA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20213036,POINT (-78.666382 37.510861)
ARIZONA,2021,30,,-,0,,,-,,-,167,,385,,7013,,4990,,ARIZONA,,20213049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20213064,
WISCONSIN,2021,30,,-,0,,,-,,-,,-,1,,4,,16,,WISCONSIN,,20213019,POINT (-89.732969 44.639954)
IDAHO,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20213051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213068,POINT (-64.840836 18.060868)
MICHIGAN,2021,30,,-,0,,,-,,-,,-,3,,26,,23,,MICHIGAN,,20213017,POINT (-85.730977 44.874798)
GEORGIA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20213032,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20213012,
ARKANSAS,2021,30,,-,0,,,-,,-,,-,1,,1,,4,,ARKANSAS,,20213044,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20213041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213027,POINT (-100.230491 44.43614)
WYOMING,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20213056,POINT (-107.55145 42.999627)
MISSOURI,2021,30,,-,0,,,-,,-,,-,2,,11,,12,,MISSOURI,,20213024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,30,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213009,
CALIFORNIA,2021,30,,-,0,,,-,,-,60,,199,,3468,,3596,,CALIFORNIA,,20213059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20213037,POINT (-80.613729 38.642579)
FLORIDA,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20213031,POINT (-82.420978 28.260731)
MONTANA,2021,30,,-,0,,,-,,-,1,,3,,13,,9,,MONTANA,,20213052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,30,,-,1,,,-,,-,,-,7,,89,,85,,,WEST NORTH CENTRAL,20213020,
MASSACHUSETTS,2021,30,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20213005,POINT (-71.481104 42.151077)
MOUNTAIN,2021,30,,-,0,,,-,,-,168,,389,,7142,,5139,,,MOUNTAIN,20213048,
INDIANA,2021,30,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20213016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,30,,-,0,,,-,,-,,-,1,,1,,2,,,NON-US RESIDENTS,20213069,
US TERRITORIES,2021,30,,-,0,,,-,,-,,-,1,,1,,,-,,US TERRITORIES,20213063,
TOTAL,2021,40,,-,2,,1,,,-,263,,579,,13776,,12655,,,TOTAL,20214070,
US RESIDENTS,2021,40,,-,2,,1,,,-,263,,579,,13774,,12653,,,US RESIDENTS,20214001,
NEW HAMPSHIRE,2021,40,,-,0,,,-,,-,,-,1,,,-,1,,NEW HAMPSHIRE,,20214006,POINT (-71.57139 43.680429)
NEW YORK,2021,40,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20214011,POINT (-75.59655 42.921241)
PACIFIC,2021,40,,-,1,,1,,,-,58,,202,,4659,,4707,,,PACIFIC,20214057,
WEST SOUTH CENTRAL,2021,40,,-,0,,,-,,-,,-,2,,8,,11,,,WEST SOUTH CENTRAL,20214043,
NEBRASKA,2021,40,,-,0,,,-,,-,,-,1,,3,,15,,NEBRASKA,,20214025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,40,,-,0,,,-,,-,,-,1,,4,,7,,,EAST SOUTH CENTRAL,20214038,
NORTH DAKOTA,2021,40,,-,0,,,-,,-,,-,1,,2,,8,,NORTH DAKOTA,,20214026,POINT (-100.46931 47.446305)
NEVADA,2021,40,,-,0,,,-,,-,,-,8,,118,,137,,NEVADA,,20214053,POINT (-114.916992 39.283294)
ILLINOIS,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20214015,POINT (-89.148632 40.124144)
IOWA,2021,40,,-,1,,,-,,-,,N,,NC,,N,,N,IOWA,,20214021,POINT (-93.500061 42.074659)
TEXAS,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20214047,POINT (-99.317341 31.447238)
ALASKA,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20214058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20214030,POINT (-77.016275 38.904785)
WASHINGTON,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20214062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,40,,-,0,,,-,,-,,-,2,,,-,1,,,NEW ENGLAND,20214002,
RHODE ISLAND,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214007,POINT (-71.534637 41.572574)
OREGON,2021,40,,-,0,,,-,,-,,-,2,,7,,6,,OREGON,,20214061,POINT (-120.605279 43.940449)
DELAWARE,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214029,POINT (-75.452394 38.994926)
ALABAMA,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214039,POINT (-86.844516 32.756889)
KANSAS,2021,40,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,40,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20214034,POINT (-79.130883 35.52603)
