Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MICHIGAN,2020,16,,-,1,,,-,1,,,-,3,,6,,11,,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,0,,,-,,-,,-,2,,3,,4,,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,0,,,-,,-,,-,1,,,-,2,,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,0,,,-,,-,,-,2,,4,,8,,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,,-,0,,,-,,-,,-,180,,208,,2689,,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,0,,,-,,-,,-,2,,3,,2,,MONTANA,,20201652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,16,,-,1,,,-,,-,,-,7,,26,,36,,,WEST NORTH CENTRAL,20201620,
MASSACHUSETTS,2020,16,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,,-,1,,,-,,-,77,,320,,3163,,2894,,,MOUNTAIN,20201648,
INDIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,1,,,-,,-,,-,2,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
NORTHERN MARIANA ISLANDS,2020,23,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202365,POINT (145.725693 15.1834)
OHIO,2020,23,,-,0,,,-,,-,2,,3,,5,,7,,OHIO,,20202318,POINT (-82.70936 40.415534)
MINNESOTA,2020,23,,-,0,,,-,3,,,-,6,,18,,44,,MINNESOTA,,20202323,POINT (-94.198308 46.349153)
LOUISIANA,2020,23,,-,0,,,-,,-,,-,3,,4,,6,,LOUISIANA,,20202345,POINT (-91.840238 30.921314)
HAWAII,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20202360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,23,,-,1,,,-,,-,,-,1,,1,,5,,,SOUTH ATLANTIC,20202328,
PENNSYLVANIA,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20202313,POINT (-77.838886 40.896694)
UTAH,2020,23,,-,0,,,-,,-,,-,4,,6,,28,,UTAH,,20202355,POINT (-111.678222 39.323779)
COLORADO,2020,23,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20202350,POINT (-105.547832 38.998552)
VERMONT,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20202308,POINT (-72.662695 44.075252)
KENTUCKY,2020,23,,-,0,,,-,,-,,-,1,,1,,2,,KENTUCKY,,20202340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20202367,POINT (-66.414655 18.215692)
MAINE,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20202304,POINT (-69.06137 45.117911)
VIRGINIA,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20202336,POINT (-78.666382 37.510861)
ARIZONA,2020,23,,-,0,,,-,,-,114,,317,,3735,,4045,,ARIZONA,,20202349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20202364,
WISCONSIN,2020,23,,-,0,,,-,,-,,-,1,,1,,7,,WISCONSIN,,20202319,POINT (-89.732969 44.639954)
IDAHO,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20202351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,23,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202368,POINT (-64.840836 18.060868)
MICHIGAN,2020,23,,-,1,,,-,1,,,-,3,,10,,20,,MICHIGAN,,20202317,POINT (-85.730977 44.874798)
GEORGIA,2020,23,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20202332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,23,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20202312,
ARKANSAS,2020,23,,-,0,,,-,,-,,-,2,,3,,6,,ARKANSAS,,20202344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20202341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,23,,-,0,,,-,,-,,-,1,,,-,3,,SOUTH DAKOTA,,20202327,POINT (-100.230491 44.43614)
WYOMING,2020,23,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20202356,POINT (-107.55145 42.999627)
MISSOURI,2020,23,,-,0,,,-,,-,,-,2,,9,,13,,MISSOURI,,20202324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,23,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202309,
CALIFORNIA,2020,23,,-,0,,,-,,-,6,,180,,334,,3785,,CALIFORNIA,,20202359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20202337,POINT (-80.613729 38.642579)
FLORIDA,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20202331,POINT (-82.420978 28.260731)
MONTANA,2020,23,,-,0,,,-,,-,1,,2,,4,,3,,MONTANA,,20202352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,23,,-,0,,,-,3,,,-,7,,32,,63,,,WEST NORTH CENTRAL,20202320,
MASSACHUSETTS,2020,23,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20202305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,23,,-,1,,,-,,-,115,,319,,3763,,4181,,,MOUNTAIN,20202348,
INDIANA,2020,23,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20202316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,23,,-,1,,,-,,-,,-,1,,,-,2,,,NON-US RESIDENTS,20202369,
US TERRITORIES,2020,23,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202363,
US RESIDENTS,2020,25,,-,2,,,-,5,,198,,438,,4680,,8764,,,US RESIDENTS,20202501,
NEW HAMPSHIRE,2020,25,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20202506,POINT (-71.57139 43.680429)
NEW YORK,2020,25,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20202511,POINT (-75.59655 42.921241)
NEBRASKA,2020,25,,-,0,,,-,,-,2,,2,,7,,3,,NEBRASKA,,20202525,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,25,,-,0,,,-,,-,,-,1,,2,,1,,NORTH DAKOTA,,20202526,POINT (-100.46931 47.446305)
ILLINOIS,2020,25,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20202515,POINT (-89.148632 40.124144)
IOWA,2020,25,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20202521,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2020,25,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20202530,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,25,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20202502,
TOTAL,2020,19,,-,2,,,-,5,,144,,438,,3547,,6738,,,TOTAL,20201970,
US RESIDENTS,2020,19,,-,2,,,-,5,,144,,438,,3547,,6738,,,US RESIDENTS,20201901,
NEW HAMPSHIRE,2020,19,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20201906,POINT (-71.57139 43.680429)
NEW YORK,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201911,POINT (-75.59655 42.921241)
PACIFIC,2020,19,,-,0,,,-,,-,,-,180,,231,,3174,,,PACIFIC,20201957,
WEST SOUTH CENTRAL,2020,19,,-,0,,,-,,-,,-,3,,7,,9,,,WEST SOUTH CENTRAL,20201943,
NEBRASKA,2020,19,,-,0,,,-,,-,,-,2,,4,,1,,NEBRASKA,,20201925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,19,,-,0,,,-,,-,,-,1,,1,,2,,,EAST SOUTH CENTRAL,20201938,
NORTH DAKOTA,2020,19,,-,0,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20201926,POINT (-100.46931 47.446305)
NEVADA,2020,19,,-,1,,,-,,-,,-,7,,18,,29,,NEVADA,,20201953,POINT (-114.916992 39.283294)
ILLINOIS,2020,19,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20201915,POINT (-89.148632 40.124144)
RHODE ISLAND,2020,25,,-,0,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20202507,POINT (-71.534637 41.572574)
DELAWARE,2020,25,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20202529,POINT (-75.452394 38.994926)
KANSAS,2020,25,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20202522,POINT (-98.38018 38.484729)
IOWA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201921,POINT (-93.500061 42.074659)
TEXAS,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201947,POINT (-99.317341 31.447238)
ALASKA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20201958,POINT (-151.631889 63.631126)
TOTAL,2020,17,,-,2,,,-,2,,142,,438,,3472,,5983,,,TOTAL,20201770,
US RESIDENTS,2020,17,,-,2,,,-,2,,142,,438,,3472,,5983,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,,-,0,,,-,,-,1,,180,,211,,2849,,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,,-,0,,,-,,-,,-,3,,7,,8,,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,0,,,-,,-,,-,2,,4,,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,,-,0,,,-,,-,,-,1,,1,,2,,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,0,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,1,,,-,,-,,-,7,,17,,29,,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,0,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,0,,,-,,-,1,,1,,3,,2,,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,0,,,-,,-,,-,9,,,-,46,,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,,-,1,,,-,2,,,-,5,,9,,22,,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,1,,,-,,-,,-,1,,1,,2,,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,0,,,-,,-,,-,3,,3,,6,,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,1,,,-,,-,,-,6,,18,,28,,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,0,,,-,,-,,-,3,,4,,4,,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,,-,1,,,-,,-,,-,1,,1,,2,,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,0,,,-,,-,,-,4,,3,,25,,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,1,,,-,,-,,N,,NC,,N,,N,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,0,,,-,,-,,-,1,,1,,2,,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
DISTRICT OF COLUMBIA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20201930,POINT (-77.016275 38.904785)
WASHINGTON,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,19,,-,0,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20201902,
PUERTO RICO,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,0,,,-,,-,141,,318,,3194,,2957,,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,0,,,-,,-,,-,2,,,-,4,,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,1,,,-,1,,,-,3,,6,,12,,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,0,,,-,,-,,-,2,,3,,4,,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,0,,,-,,-,,-,1,,,-,2,,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,0,,,-,,-,,-,1,,,-,1,,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,0,,,-,,-,,-,2,,4,,9,,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,,-,0,,,-,,-,,-,180,,208,,2847,,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,0,,,-,,-,,-,2,,3,,2,,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,,-,1,,,-,,-,,-,7,,26,,40,,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,,-,1,,,-,,-,141,,320,,3217,,3060,,,MOUNTAIN,20201748,
INDIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,1,,,-,,-,,-,2,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201763,
RHODE ISLAND,2020,19,,-,0,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20201907,POINT (-71.534637 41.572574)
OREGON,2020,19,,-,0,,,-,,-,,-,1,,3,,2,,OREGON,,20201961,POINT (-120.605279 43.940449)
DELAWARE,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201929,POINT (-75.452394 38.994926)
ALABAMA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20201939,POINT (-86.844516 32.756889)
KANSAS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201934,POINT (-79.130883 35.52603)
GUAM,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201966,POINT (144.653198 13.3532)
NEW JERSEY,2020,19,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20201910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,19,,-,0,,,-,,-,,-,9,,,-,50,,NEW MEXICO,,20201954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,19,,-,1,,,-,2,,,-,4,,11,,28,,,EAST NORTH CENTRAL,20201914,
TENNESSEE,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20201903,POINT (-72.738288 41.575155)
MARYLAND,2020,19,,-,1,,,-,,-,,-,1,,1,,3,,MARYLAND,,20201933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20201935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201965,POINT (145.725693 15.1834)
OHIO,2020,19,,-,0,,,-,,-,,-,3,,3,,7,,OHIO,,20201918,POINT (-82.70936 40.415534)
MINNESOTA,2020,19,,-,0,,,-,3,,,-,6,,18,,33,,MINNESOTA,,20201923,POINT (-94.198308 46.349153)
LOUISIANA,2020,19,,-,0,,,-,,-,,-,3,,4,,5,,LOUISIANA,,20201945,POINT (-91.840238 30.921314)
HAWAII,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20201960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,19,,-,1,,,-,,-,,-,1,,1,,3,,,SOUTH ATLANTIC,20201928,
PENNSYLVANIA,2020,19,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20201913,POINT (-77.838886 40.896694)
TOTAL,2020,30,,-,2,,,-,5,,189,,439,,5687,,10389,,,TOTAL,20203070,
US RESIDENTS,2020,30,,-,2,,,-,5,,189,,439,,5687,,10386,,,US RESIDENTS,20203001,
NEW HAMPSHIRE,2020,30,,-,0,,,-,,-,,-,1,,1,,,-,NEW HAMPSHIRE,,20203006,POINT (-71.57139 43.680429)
NEW YORK,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20203011,POINT (-75.59655 42.921241)
PACIFIC,2020,30,,-,0,,,-,,-,,-,175,,536,,4552,,,PACIFIC,20203057,
WEST SOUTH CENTRAL,2020,30,,-,0,,,-,,-,,-,3,,8,,17,,,WEST SOUTH CENTRAL,20203043,
NEBRASKA,2020,30,,-,0,,,-,,-,,-,2,,8,,4,,NEBRASKA,,20203025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,30,,-,0,,,-,,-,,-,1,,6,,2,,,EAST SOUTH CENTRAL,20203038,
NORTH DAKOTA,2020,30,,-,0,,,-,,-,,-,1,,2,,2,,NORTH DAKOTA,,20203026,POINT (-100.46931 47.446305)
NEVADA,2020,30,,-,1,,,-,,-,,-,7,,18,,54,,NEVADA,,20203053,POINT (-114.916992 39.283294)
ILLINOIS,2020,30,,-,0,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20203015,POINT (-89.148632 40.124144)
IOWA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20203021,POINT (-93.500061 42.074659)
TEXAS,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20203047,POINT (-99.317341 31.447238)
ALASKA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20203058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20203030,POINT (-77.016275 38.904785)
WASHINGTON,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20203062,POINT (-120.592492 47.411715)
RHODE ISLAND,2020,30,,-,0,,,-,,-,,-,0,,,-,1,,RHODE ISLAND,,20203007,POINT (-71.534637 41.572574)
OREGON,2020,30,,-,0,,,-,,-,,-,2,,5,,3,,OREGON,,20203061,POINT (-120.605279 43.940449)
DELAWARE,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203029,POINT (-75.452394 38.994926)
ALABAMA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20203039,POINT (-86.844516 32.756889)
KANSAS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20203022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20203034,POINT (-79.130883 35.52603)
NEW JERSEY,2020,30,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20203010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,30,,-,0,,,-,,-,,-,5,,,-,105,,NEW MEXICO,,20203054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,30,,-,1,,,-,2,,,-,5,,26,,43,,,EAST NORTH CENTRAL,20203014,
TENNESSEE,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20203042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20203003,POINT (-72.738288 41.575155)
MARYLAND,2020,30,,-,1,,,-,,-,,-,1,,1,,6,,MARYLAND,,20203033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20203035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,30,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20203046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203065,POINT (145.725693 15.1834)
