Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191465
PENNSYLVANIA,2019,14,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191413
INDIANA,2019,14,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191416
FLORIDA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20191431
ILLINOIS,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20191415
NEW YORK CITY,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20191412
ARKANSAS,2019,14,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.899825, -92.439162)",,20191444
OREGON,2019,15,,-,0,,,-,,-,,-,1,,1,,8,,"OREGON
(43.940449, -120.605279)",,20191561
MAINE,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20191504
MASSACHUSETTS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20191505
NEW MEXICO,2019,15,,-,0,,,-,,-,,-,4,,7,,21,,"NEW MEXICO
(34.421369, -106.108388)",,20191554
EAST SOUTH CENTRAL,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191538
ALASKA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20191558
PUERTO RICO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20191567
PACIFIC,2019,15,,-,1,,,-,1,,20,,186,,1633,,2287,,,PACIFIC,20191557
VERMONT,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20191508
NEW ENGLAND,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND,20191502
NEW JERSEY,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20191510
MICHIGAN,2019,15,,-,1,,,-,,-,,-,4,,2,,13,,"MICHIGAN
(44.874798, -85.730977)",,20191517
MIDDLE ATLANTIC,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191509
NEBRASKA,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.527099, -99.810595)",,20191525
WYOMING,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",,20191556
HAWAII,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20191560
UTAH,2019,15,,-,0,,,-,,-,,-,3,,,-,19,,"UTAH
(39.323779, -111.678222)",,20191555
ALABAMA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191539
OKLAHOMA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191546
CONNECTICUT,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20191503
DELAWARE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191529
COLORADO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20191550
WEST NORTH CENTRAL,2019,15,,-,1,,,-,,-,,-,4,,5,,49,,,WEST NORTH CENTRAL,20191520
PENNSYLVANIA,2019,15,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191513
IOWA,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20191521
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191566
ARKANSAS,2019,15,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.899825, -92.439162)",,20191544
EAST NORTH CENTRAL,2019,15,,-,1,,,-,,-,1,,6,,8,,33,,,EAST NORTH CENTRAL,20191514
MONTANA,2019,15,,-,0,,,-,,-,,-,2,,2,,7,,"MONTANA
(47.033521, -109.645127)",,20191552
CALIFORNIA,2019,15,,-,1,,,-,1,,20,,186,,1632,,2279,,"CALIFORNIA
(37.211164, -119.662127)",,20191559
SOUTH CAROLINA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191535
NORTH CAROLINA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20191534
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191568
NEW YORK CITY,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20191512
SOUTH DAKOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191527
MISSOURI,2019,15,,-,0,,,-,,-,,-,3,,5,,8,,"MISSOURI
(38.3675, -92.477244)",,20191524
RHODE ISLAND,2019,15,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20191507
WISCONSIN,2019,15,,-,0,,,-,,-,,-,3,,,-,12,,"WISCONSIN
(44.639954, -89.732969)",,20191519
VIRGINIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20191536
MOUNTAIN,2019,15,,-,1,,,-,,-,194,,286,,2849,,2514,,,MOUNTAIN,20191548
IDAHO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191551
MISSISSIPPI,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191541
WEST SOUTH CENTRAL,2019,15,,-,1,,,-,,-,,-,2,,3,,8,,,WEST SOUTH CENTRAL,20191543
ARIZONA,2019,15,,-,1,,,-,,-,194,,284,,2820,,2388,,"ARIZONA
(34.293239, -111.664616)",,20191549
KENTUCKY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191540
INDIANA,2019,15,,-,0,,,-,,-,,-,2,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20191516
DISTRICT OF COLUMBIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191530
OHIO,2019,15,,-,0,,,-,,-,1,,5,,6,,6,,"OHIO
(40.415534, -82.70936)",,20191518
FLORIDA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20191531
TOTAL,2019,15,,-,2,,,-,2,,215,,409,,4500,,4895,,,TOTAL,20191570
NEW YORK,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191511
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191569
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191563
NEW HAMPSHIRE,2019,15,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191506
TENNESSEE,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20191542
WASHINGTON,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191562
MARYLAND,2019,15,,-,0,,,-,,-,,-,1,,2,,2,,"MARYLAND
(38.946466, -76.687282)",,20191533
NEVADA,2019,15,,-,0,,,-,,-,,-,5,,20,,77,,"NEVADA
(39.283294, -114.916992)",,20191553
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20191564
ILLINOIS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20191515
LOUISIANA,2019,15,,-,1,,,-,,-,,-,2,,1,,5,,"LOUISIANA
(30.921314, -91.840238)",,20191545
GEORGIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20191532
US RESIDENTS,2019,15,,-,2,,,-,2,,215,,409,,4500,,4895,,,US RESIDENTS,20191501
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191565
TEXAS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20191547
MINNESOTA,2019,15,,-,0,,,-,,-,,-,4,,,-,39,,"MINNESOTA
(46.349153, -94.198308)",,20191523
SOUTH ATLANTIC,2019,15,,-,0,,,-,,-,,-,1,,2,,2,,,SOUTH ATLANTIC,20191528
NORTH DAKOTA,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191526
KANSAS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20191522
WEST VIRGINIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20191537
US RESIDENTS,2019,16,,-,2,,,-,2,,280,,413,,4889,,5157,,,US RESIDENTS,20191601
NEW ENGLAND,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND,20191602
CONNECTICUT,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20191603
MAINE,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20191604
MASSACHUSETTS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20191605
NEW HAMPSHIRE,2019,16,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191606
RHODE ISLAND,2019,16,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.572574, -71.534637)",,20191607
VERMONT,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20191608
MIDDLE ATLANTIC,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191609
NEW JERSEY,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20191610
NEW YORK,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191611
NEW YORK CITY,2019,16,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20191612
PENNSYLVANIA,2019,16,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191613
EAST NORTH CENTRAL,2019,16,,-,1,,,-,,-,,-,5,,8,,38,,,EAST NORTH CENTRAL,20191614
ILLINOIS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20191615
INDIANA,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20191616
MICHIGAN,2019,16,,-,1,,,-,,-,,-,4,,2,,15,,"MICHIGAN
(44.874798, -85.730977)",,20191617
OHIO,2019,16,,-,0,,,-,,-,,-,5,,6,,8,,"OHIO
(40.415534, -82.70936)",,20191618
WISCONSIN,2019,16,,-,0,,,-,,-,,-,2,,,-,13,,"WISCONSIN
(44.639954, -89.732969)",,20191619
WEST NORTH CENTRAL,2019,16,,-,0,,,-,,-,,-,5,,6,,51,,,WEST NORTH CENTRAL,20191620
IOWA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20191621
KANSAS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20191622
MINNESOTA,2019,16,,-,0,,,-,,-,,-,4,,,-,40,,"MINNESOTA
(46.349153, -94.198308)",,20191623
MISSOURI,2019,16,,-,0,,,-,,-,,-,3,,6,,9,,"MISSOURI
(38.3675, -92.477244)",,20191624
NEBRASKA,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.527099, -99.810595)",,20191625
NORTH DAKOTA,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191626
SOUTH DAKOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191627
SOUTH ATLANTIC,2019,16,,-,0,,,-,,-,,-,1,,2,,3,,,SOUTH ATLANTIC,20191628
DELAWARE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191629
DISTRICT OF COLUMBIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191630
FLORIDA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20191631
GEORGIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20191632
MARYLAND,2019,16,,-,0,,,-,,-,,-,1,,2,,3,,"MARYLAND
(38.946466, -76.687282)",,20191633
NORTH CAROLINA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20191634
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191635
VIRGINIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20191636
WEST VIRGINIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20191637
EAST SOUTH CENTRAL,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191638
ALABAMA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191639
KENTUCKY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191640
MISSISSIPPI,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191641
TENNESSEE,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20191642
WEST SOUTH CENTRAL,2019,16,,-,1,,,-,,-,,-,2,,4,,9,,,WEST SOUTH CENTRAL,20191643
ARKANSAS,2019,16,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.899825, -92.439162)",,20191644
LOUISIANA,2019,16,,-,1,,,-,,-,,-,2,,1,,6,,"LOUISIANA
(30.921314, -91.840238)",,20191645
OKLAHOMA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191646
TEXAS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20191647
MOUNTAIN,2019,16,,-,1,,,-,,-,242,,286,,3029,,2637,,,MOUNTAIN,20191648
ARIZONA,2019,16,,-,1,,,-,,-,242,,284,,3000,,2509,,"ARIZONA
(34.293239, -111.664616)",,20191649
COLORADO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20191650
IDAHO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191651
MONTANA,2019,16,,-,0,,,-,,-,,-,2,,2,,7,,"MONTANA
(47.033521, -109.645127)",,20191652
NEVADA,2019,16,,-,0,,,-,,-,,-,5,,20,,78,,"NEVADA
(39.283294, -114.916992)",,20191653
NEW MEXICO,2019,16,,-,0,,,-,,-,,-,4,,7,,22,,"NEW MEXICO
(34.421369, -106.108388)",,20191654
UTAH,2019,16,,-,0,,,-,,-,,-,4,,,-,19,,"UTAH
(39.323779, -111.678222)",,20191655
WYOMING,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",,20191656
PACIFIC,2019,16,,-,1,,,-,1,,38,,186,,1840,,2417,,,PACIFIC,20191657
ALASKA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20191658
CALIFORNIA,2019,16,,-,1,,,-,1,,38,,186,,1839,,2409,,"CALIFORNIA
(37.211164, -119.662127)",,20191659
HAWAII,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20191660
OREGON,2019,16,,-,0,,,-,,-,,-,1,,1,,8,,"OREGON
(43.940449, -120.605279)",,20191661
WASHINGTON,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191662
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191663
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20191664
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191665
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191666
PUERTO RICO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20191667
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191668
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191669
TOTAL,2019,16,,-,2,,,-,2,,280,,413,,4889,,5157,,,TOTAL,20191670
US RESIDENTS,2019,17,,-,2,,,-,2,,208,,416,,5108,,5419,,,US RESIDENTS,20191701
NEW ENGLAND,2019,17,,-,0,,,-,,-,,-,1,,,-,3,,,NEW ENGLAND,20191702
CONNECTICUT,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20191703
MAINE,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20191704
MASSACHUSETTS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20191705
NEW HAMPSHIRE,2019,17,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191706
RHODE ISLAND,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"RHODE ISLAND
(41.572574, -71.534637)",,20191707
VERMONT,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20191708
MIDDLE ATLANTIC,2019,17,,-,1,,,-,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191709
NEW JERSEY,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20191710
NEW YORK,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191711
NEW YORK CITY,2019,17,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20191712
PENNSYLVANIA,2019,17,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20191713
EAST NORTH CENTRAL,2019,17,,-,1,,,-,,-,,-,5,,8,,38,,,EAST NORTH CENTRAL,20191714
ILLINOIS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20191715
INDIANA,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.919991, -86.2818)",,20191716
MICHIGAN,2019,17,,-,1,,,-,,-,,-,4,,2,,15,,"MICHIGAN
(44.874798, -85.730977)",,20191717
OHIO,2019,17,,-,0,,,-,,-,,-,5,,6,,8,,"OHIO
(40.415534, -82.70936)",,20191718
WISCONSIN,2019,17,,-,0,,,-,,-,,-,2,,,-,13,,"WISCONSIN
(44.639954, -89.732969)",,20191719
WEST NORTH CENTRAL,2019,17,,-,0,,,-,,-,,-,5,,7,,54,,,WEST NORTH CENTRAL,20191720
IOWA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20191721
KANSAS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20191722
MINNESOTA,2019,17,,-,0,,,-,,-,,-,4,,,-,42,,"MINNESOTA
(46.349153, -94.198308)",,20191723
MISSOURI,2019,17,,-,0,,,-,,-,,-,3,,7,,10,,"MISSOURI
(38.3675, -92.477244)",,20191724
NEBRASKA,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.527099, -99.810595)",,20191725
NORTH DAKOTA,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191726
SOUTH DAKOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191727
SOUTH ATLANTIC,2019,17,,-,0,,,-,,-,,-,1,,2,,3,,,SOUTH ATLANTIC,20191728
DELAWARE,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191729
DISTRICT OF COLUMBIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191730
FLORIDA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20191731
GEORGIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20191732
MARYLAND,2019,17,,-,0,,,-,,-,,-,1,,2,,3,,"MARYLAND
(38.946466, -76.687282)",,20191733
NORTH CAROLINA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20191734
SOUTH CAROLINA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191735
VIRGINIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20191736
WEST VIRGINIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20191737
EAST SOUTH CENTRAL,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191738
ALABAMA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20191739
KENTUCKY,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191740
MISSISSIPPI,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20191741
TENNESSEE,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20191742
WEST SOUTH CENTRAL,2019,17,,-,1,,,-,,-,,-,2,,4,,9,,,WEST SOUTH CENTRAL,20191743
ARKANSAS,2019,17,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.899825, -92.439162)",,20191744
LOUISIANA,2019,17,,-,1,,,-,,-,,-,2,,1,,6,,"LOUISIANA
(30.921314, -91.840238)",,20191745
OKLAHOMA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20191746
TEXAS,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20191747
MOUNTAIN,2019,17,,-,1,,,-,,-,188,,286,,3119,,2777,,,MOUNTAIN,20191748
ARIZONA,2019,17,,-,1,,,-,,-,188,,284,,3083,,2636,,"ARIZONA
(34.293239, -111.664616)",,20191749
COLORADO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20191750
IDAHO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20191751
MONTANA,2019,17,,-,0,,,-,,-,,-,4,,4,,14,,"MONTANA
(47.033521, -109.645127)",,20191752
NEVADA,2019,17,,-,0,,,-,,-,,-,5,,25,,82,,"NEVADA
(39.283294, -114.916992)",,20191753
NEW MEXICO,2019,17,,-,0,,,-,,-,,-,4,,7,,23,,"NEW MEXICO
(34.421369, -106.108388)",,20191754
UTAH,2019,17,,-,0,,,-,,-,,-,4,,,-,20,,"UTAH
(39.323779, -111.678222)",,20191755
WYOMING,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(42.999627, -107.55145)",,20191756
PACIFIC,2019,17,,-,1,,,-,1,,20,,187,,1968,,2535,,,PACIFIC,20191757
ALASKA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20191758
CALIFORNIA,2019,17,,-,1,,,-,1,,20,,187,,1967,,2528,,"CALIFORNIA
(37.211164, -119.662127)",,20191759
HAWAII,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20191760
OREGON,2019,17,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(43.940449, -120.605279)",,20191761
WASHINGTON,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20191762
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191763
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
PUERTO RICO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20191767
